Data Year,County,Average PM 2.5/County,Number of Site IDs/County
2023,Kern,8.62648556876061,8.0
2023,Kings,11.248678720445064,2.0
2023,Lake,4.123333333333333,1.0
2023,Los Angeles,10.078864809081526,12.0
2023,Madera,9.941274238227148,1.0
2023,Marin,5.2494623655913975,2.0
2023,Mariposa,8.11242829827916,2.0
2023,Mendocino,9.396465390279824,2.0
2023,Merced,9.015555555555554,2.0
2023,Mono,3.8481338481338483,3.0
2023,Monterey,5.473656387665199,3.0
2023,Nevada,5.914975369458128,2.0
2023,Orange,9.761009817671809,1.0
2023,Placer,6.043023902167871,5.0
2023,Plumas,9.054933333333333,3.0
2023,Riverside,9.281384425216316,10.0
2023,Sacramento,7.580611839491459,5.0
2023,San Benito,4.079661016949152,2.0
2023,San Bernardino,9.079166666666666,9.0
2023,San Diego,7.922988047808765,11.0
2023,San Francisco,6.330967741935484,1.0
2023,San Joaquin,7.664688995215311,3.0
2023,San Luis Obispo,4.824118866620594,4.0
2023,San Mateo,8.12094395280236,1.0
2023,Santa Barbara,5.595822281167108,6.0
2023,Santa Clara,6.730952380952381,3.0
2023,Santa Cruz,5.300281690140845,2.0
2023,Shasta,7.522774327122153,2.0
2023,Siskiyou,9.919581280788178,2.0
2023,Solano,6.162261380323054,1.0
2023,Sonoma,5.024929971988795,1.0
2023,Stanislaus,10.276645161290322,2.0
2023,Sutter,8.442737430167599,1.0
2023,Tehama,6.108611111111111,1.0
2023,Trinity,7.896192893401015,2.0
2023,Tulare,10.56773136773137,4.0
2023,Ventura,5.8706430568499535,5.0
2023,Yolo,7.216270337922404,2.0
2024,Alameda,6.588506787330317,7.0
2024,Butte,5.622692307692308,3.0
2024,Calaveras,5.16774193548387,1.0
2024,Colusa,7.6216783216783215,2.0
2024,Contra Costa,7.418815331010452,2.0
2024,Del Norte,6.814782608695652,1.0
2024,Fresno,8.381307901907357,7.0
2024,Glenn,4.747674418604651,1.0
2024,Humboldt,5.647008547008547,2.0
2024,Imperial,8.182835820895523,3.0
2024,Inyo,6.1029687500000005,5.0
2024,Kern,7.5191941391941395,6.0
2024,Kings,9.024,2.0
2024,Lake,2.8870967741935485,1.0
2024,Los Angeles,9.693243761996161,11.0
2024,Madera,7.580237154150198,1.0
2024,Marin,4.782258064516129,1.0
2024,Mariposa,5.980321285140562,1.0
2024,Merced,6.33542600896861,3.0
2024,Mono,3.296864111498258,2.0
2024,Monterey,5.387375,3.0
2024,Nevada,4.425048923679061,2.0
2024,Orange,9.291812865497077,1.0
2024,Placer,5.076841085271318,5.0
2024,Plumas,8.80126582278481,3.0
2024,Riverside,9.060708702449192,10.0
2024,Sacramento,5.6552681388012624,5.0
2024,San Benito,7.008171206225681,1.0
2024,San Bernardino,9.784055354993983,6.0
2024,San Diego,8.361317704122879,11.0
2024,San Francisco,5.970183486238532,1.0
2024,San Joaquin,6.651174934725849,3.0
2024,San Luis Obispo,4.523084780388151,4.0
2024,San Mateo,5.921702127659574,1.0
2024,Santa Barbara,5.325235849056604,5.0
2024,Santa Clara,6.5312893081761,3.0
2024,Santa Cruz,5.837223340040241,2.0
2024,Shasta,5.310084033613445,1.0
2024,Siskiyou,5.492635658914728,1.0
2024,Solano,4.890243902439025,1.0
2024,Sonoma,3.103012048192771,1.0
2024,Stanislaus,7.842155009451796,2.0
2024,Sutter,6.743130990415335,1.0
2024,Tehama,3.9651162790697674,1.0
2024,Trinity,5.718965517241379,1.0
2024,Tulare,9.256527249683142,3.0
2024,Ventura,6.063194444444444,5.0
2024,Yolo,5.253194650817236,2.0
