Data Year,County,Fuel Category,Number of Vehicles
2023,Shasta,Fossil Fuel,140884
2023,Sierra,EV,25
2023,Sierra,Fossil Fuel,3722
2023,Siskiyou,EV,305
2023,Siskiyou,Fossil Fuel,41772
2023,Solano,EV,12809
2023,Solano,Fossil Fuel,336055
2023,Sonoma,EV,19064
2023,Sonoma,Fossil Fuel,396054
2023,Stanislaus,EV,7519
2023,Stanislaus,Fossil Fuel,400864
2023,Sutter,EV,1147
2023,Sutter,Fossil Fuel,73888
2023,Tehama,EV,398
2023,Tehama,Fossil Fuel,48496
2023,Trinity,EV,88
2023,Trinity,Fossil Fuel,11867
2023,Tulare,EV,3837
2023,Tulare,Fossil Fuel,331744
2023,Tuolumne,EV,698
2023,Tuolumne,Fossil Fuel,54369
2023,Ventura,EV,31980
2023,Ventura,Fossil Fuel,651851
2023,Yolo,EV,6757
2023,Yolo,Fossil Fuel,152560
2023,Yuba,EV,961
2023,Yuba,Fossil Fuel,57567
